,data
43950,0
43951,0
43952,2
43953,0
43954,0
43955,1
43956,0
43957,1
43958,2
43959,0
43960,0
43961,1
43962,0
43963,0
43964,1
43965,0
43966,0
43967,0
43968,1
43969,0
43970,0
43971,2
43972,1
43973,2
43974,0
43975,2
43976,2
43977,0
43978,0
43979,0
43980,0
43981,0
43982,1
43983,0
43984,0
43985,0
43986,0
43987,0
43988,1
43989,1
43990,0
43991,1
43992,0
43993,1
43994,2
43995,0
43996,0
43997,1
43998,0
43999,1
44000,0
44001,1
44002,0
44003,2
44004,1
44005,0
44006,1
44007,1
44008,0
44009,0
44010,0
44011,2
44012,0
44013,0
44014,1
44015,0
44016,1
44017,1
44018,2
44019,1
44020,1
44021,0
44022,1
44023,0
44024,1
44025,1
44026,0
44027,0
44028,1
44029,2
44030,1
44031,1
44032,0
44033,1
44034,0
44035,1
44036,0
44037,0
44038,0
44039,2
44040,1
44041,1
44042,1
44043,1
44044,0
44045,0
44046,0
44047,1
44048,0
44049,2
44050,0
44051,1
44052,1
44053,1
44054,0
44055,1
44056,1
44057,2
44058,1
44059,0
44060,2
44061,1
44062,0
44063,0
44064,1
44065,3
44066,0
44067,1
44068,0
44069,2
44070,1
44071,0
44072,0
44073,0
44074,0
44075,1
44076,0
44077,2
44078,1
44079,0
44080,0
44081,0
44082,1
44083,0
44084,1
44085,2
44086,0
44087,1
44088,0
44089,1
44090,2
44091,0
44092,2
44093,2
44094,0
44095,0
44096,0
44097,0
44098,0
44099,0
44100,2
44101,0
44102,1
44103,0
44104,1
44105,0
44106,0
44107,2
44108,0
44109,0
44110,1
44111,0
44112,0
44113,0
44114,1
44115,2
44116,0
44117,0
44118,1
44119,1
44120,2
44121,0
44122,0
44123,1
44124,0
44125,0
44126,2
44127,0
44128,0
44129,2
44130,1
44131,1
44132,1
44133,1
44134,0
44135,2
44136,0
44137,1
44138,1
44139,1
44140,3
44141,0
44142,1
44143,2
44144,1
44145,0
44146,0
44147,0
44148,1
44149,3
44150,1
44151,1
44152,1
44153,1
44154,0
44155,2
44156,0
44157,1
44158,0
44159,2
44160,0
44161,0
44162,0
44163,1
44164,2
44165,1
44166,2
44167,1
44168,0
44169,1
44170,0
44171,2
44172,0
44173,0
44174,2
44175,2
44176,2
44177,0
44178,2
44179,0
44180,0
44181,0
44182,1
44183,1
44184,1
44185,0
44186,0
44187,0
44188,1
44189,0
44190,0
44191,2
44192,0
44193,0
44194,2
44195,0
44196,1
44197,0
44198,0
44199,1
44200,0
44201,1
44202,0
44203,2
44204,0
44205,0
44206,0
44207,0
44208,0
44209,0
44210,1
44211,1
44212,1
44213,0
44214,2
44215,1
44216,1
44217,3
44218,1
44219,2
44220,0
44221,0
44222,1
44223,0
44224,2
44225,1
44226,0
44227,0
44228,0
44229,0
44230,1
44231,0
44232,0
44233,1
44234,1
44235,0
44236,2
44237,0
44238,0
44239,0
44240,3
44241,2
44242,0
44243,2
44244,1
44245,1
44246,2
44247,0
44248,0
44249,0
44250,1
44251,0
44252,2
44253,1
44254,1
44255,2
44256,0
44257,2
44258,0
44259,0
44260,0
44261,0
44262,1
44263,1
44264,0
44265,2
44266,0
44267,1
44268,2
44269,0
44270,0
44271,0
44272,2
44273,1
44274,2
44275,2
44276,3
44277,0
44278,1
44279,0
44280,0
44281,1
44282,2
44283,0
44284,1
44285,0
44286,1
44287,0
44288,1
44289,1
44290,2
44291,0
44292,0
44293,1
44294,0
44295,1
44296,0
44297,0
44298,0
44299,0
44300,2
44301,0
44302,0
44303,2
44304,2
44305,1
44306,2
44307,2
44308,0
44309,0
44310,2
44311,1
44312,0
44313,1
44314,0
44315,0
44316,0
44317,1
44318,0
44319,2
44320,2
44321,2
44322,0
44323,0
44324,0
44325,0
44326,1
44327,2
44328,0
44329,2
44330,1
44331,2
44332,1
44333,1
44334,2
44335,1
44336,2
44337,1
44338,0
44339,2
44340,2
44341,1
44342,0
44343,0
44344,0
44345,0
44346,0
44347,2
44348,0
44349,0
44350,1
44351,3
44352,2
44353,2
44354,1
44355,1
44356,0
44357,1
44358,0
44359,2
44360,2
44361,2
44362,2
44363,2
44364,0
44365,0
44366,0
44367,0
44368,1
44369,0
44370,0
44371,1
44372,0
44373,2
44374,0
44375,0
44376,2
44377,2
44378,1
44379,0
44380,0
44381,0
44382,0
44383,0
44384,1
44385,1
44386,0
44387,1
44388,2
44389,1
44390,0
44391,0
44392,1
44393,0
44394,0
44395,0
44396,1
44397,2
44398,2
44399,0
44400,0
44401,1
44402,0
44403,0
44404,0
44405,1
44406,0
44407,0
44408,0
44409,0
44410,0
44411,1
44412,0
44413,0
44414,0
44415,0
44416,3
44417,2
44418,0
44419,1
44420,2
44421,0
44422,0
44423,1
44424,0
44425,1
44426,0
44427,1
44428,1
44429,2
44430,0
44431,0
44432,0
44433,1
44434,0
44435,0
44436,0
44437,0
44438,2
44439,1
44440,0
44441,0
44442,2
44443,3
44444,0
44445,1
44446,2
44447,2
44448,1
44449,1
44450,0
44451,1
44452,1
44453,2
44454,1
44455,0
44456,1
44457,1
44458,0
44459,0
44460,1
44461,0
44462,2
44463,2
44464,1
44465,0
44466,0
44467,0
44468,0
44469,0
44470,1
44471,2
44472,2
44473,0
44474,0
44475,0
44476,1
44477,0
44478,1
44479,0
44480,0
44481,0
44482,2
44483,1
44484,1
44485,0
44486,0
44487,0
44488,0
44489,2
44490,2
44491,1
44492,0
44493,1
44494,0
44495,1
44496,0
44497,0
44498,0
44499,0
44500,2
44501,1
44502,1
44503,1
44504,0
44505,2
44506,1
44507,1
44508,0
44509,2
44510,1
44511,2
44512,1
44513,1
44514,2
44515,1
44516,0
44517,0
44518,1
44519,1
44520,0
44521,0
44522,2
44523,0
44524,2
44525,1
44526,1
44527,1
44528,0
44529,1
44530,0
44531,1
44532,1
44533,0
44534,2
44535,0
44536,0
44537,0
44538,1
44539,0
44540,0
44541,0
44542,0
44543,0
44544,0
44545,2
44546,1
44547,1
44548,0
44549,0
44550,1
44551,1
44552,0
44553,0
44554,3
44555,0
44556,0
44557,1
44558,1
44559,0
44560,0
44561,0
44562,2
44563,0
44564,1
44565,0
44566,0
44567,1
44568,0
44569,0
44570,2
44571,0
44572,2
44573,1
44574,2
44575,1
44576,1
44577,1
44578,0
44579,1
44580,0
44581,1
44582,0
44583,2
44584,0
44585,3
44586,1
44587,1
44588,3
44589,1
44590,0
44591,0
44592,3
44593,0
44594,0
44595,1
44596,0
44597,0
44598,0
44599,0
44600,0
44601,2
44602,1
44603,0
44604,1
44605,2
44606,1
44607,0
44608,0
44609,1
44610,1
44611,0
44612,0
44613,1
44614,0
44615,1
44616,2
44617,2
44618,1
44619,1
44620,2
44621,0
44622,0
44623,0
44624,0
44625,0
44626,0
44627,0
44628,1
44629,2
44630,1
44631,0
44632,3
44633,0
44634,1
44635,1
44636,2
44637,1
44638,0
44639,0
44640,0
44641,2
44642,0
44643,1
44644,0
44645,0
44646,2
44647,1
44648,0
44649,0
44650,1
44651,0
44652,2
44653,0
44654,1
44655,2
44656,1
44657,0
44658,2
44659,1
44660,0
44661,1
44662,0
44663,0
44664,0
44665,0
44666,1
44667,1
44668,0
44669,1
44670,2
44671,2
44672,0
44673,2
44674,1
44675,1
44676,0
44677,3
44678,0
44679,0
44680,1
44681,1
44682,1
44683,0
44684,2
44685,0
44686,0
44687,2
44688,2
44689,0
44690,2
44691,2
44692,3
44693,0
44694,0
44695,1
44696,2
44697,0
44698,0
44699,2
44700,1
44701,1
44702,1
44703,1
44704,2
44705,1
44706,2
44707,1
44708,0
44709,1
44710,3
44711,0
44712,0
44713,0
44714,1
44715,0
44716,0
44717,0
44718,0
44719,0
44720,0
44721,1
44722,0
44723,0
44724,0
44725,0
44726,1
44727,0
44728,2
44729,1
44730,0
44731,2
44732,0
44733,1
44734,1
44735,0
44736,2
44737,1
44738,0
44739,1
44740,1
44741,1
44742,2
44743,1
44744,0
44745,0
44746,0
44747,1
44748,0
44749,0
44750,1
44751,0
44752,0
44753,0
44754,2
44755,2
44756,1
44757,1
44758,1
44759,1
44760,0
44761,0
44762,0
44763,0
44764,0
44765,0
44766,0
44767,2
44768,0
44769,0
44770,0
44771,0
44772,1
44773,0
44774,0
44775,0
44776,0
44777,0
44778,1
44779,1
44780,2
44781,1
44782,1
44783,0
44784,2
44785,2
44786,2
44787,1
44788,1
44789,1
44790,0
44791,0
44792,0
44793,0
44794,2
44795,1
44796,0
44797,0
44798,0
44799,0
44800,2
44801,0
44802,1
44803,0
44804,2
44805,2
44806,1
44807,0
44808,0
44809,2
44810,2
44811,0
44812,1
44813,1
44814,0
44815,0
44816,0
44817,0
44818,0
44819,0
44820,1
44821,0
44822,0
44823,0
44824,1
44825,2
44826,0
44827,0
44828,0
44829,0
44830,1
44831,2
44832,0
44833,0
44834,1
44835,0
44836,1
44837,1
44838,0
44839,2
44840,0
44841,0
44842,0
44843,0
44844,1
44845,2
44846,1
44847,0
44848,0
44849,0
44850,1
44851,0
44852,1
44853,1
44854,2
44855,0
44856,1
44857,0
44858,0
44859,0
44860,0
44861,2
44862,0
44863,0
44864,0
44865,2
44866,0
44867,1
44868,0
44869,2
44870,1
44871,2
44872,1
44873,1
44874,1
44875,1
44876,1
44877,1
44878,1
44879,2
44880,2
44881,0
44882,1
44883,2
44884,1
44885,0
44886,0
44887,0
44888,0
44889,2
44890,0
44891,0
44892,2
44893,0
44894,0
44895,1
44896,2
44897,0
44898,1
44899,1
44900,0
44901,0
44902,1
44903,1
44904,1
44905,1
44906,1
44907,2
44908,0
44909,0
44910,2
44911,0
44912,0
44913,2
44914,2
44915,0
44916,0
44917,1
44918,2
44919,1
44920,1
44921,0
44922,1
44923,0
44924,2
44925,0
44926,0
44927,0
44928,1
44929,0
44930,0
44931,2
44932,2
44933,0
44934,0
44935,2
44936,0
44937,0
44938,1
44939,1
44940,1
44941,0
44942,2
44943,0
44944,0
44945,0
44946,0
44947,0
44948,0
44949,1
44950,0
44951,0
44952,3
44953,0
44954,1
44955,0
44956,2
44957,2
44958,2
44959,1
44960,0
44961,0
44962,1
44963,1
44964,2
44965,0
44966,2
44967,1
44968,0
44969,2
44970,1
44971,1
44972,1
44973,1
44974,2
44975,0
44976,2
44977,3
44978,0
44979,0
44980,0
44981,0
44982,1
44983,0
44984,1
44985,0
44986,0
44987,0
44988,2
44989,0
44990,0
44991,0
44992,0
44993,2
44994,0
44995,2
44996,2
44997,0
44998,2
44999,1
45000,1
45001,1
45002,0
45003,0
45004,0
45005,1
45006,2
45007,0
45008,2
45009,2
45010,0
45011,0
45012,2
45013,0
45014,0
45015,0
45016,0
45017,0
45018,0
45019,0
45020,1
45021,0
45022,1
45023,2
45024,2
45025,0
45026,1
45027,2
45028,0
45029,0
45030,0
45031,0
45032,0
45033,1
45034,0
45035,0
45036,2
45037,1
45038,3
45039,0
45040,0
45041,1
45042,2
45043,2
45044,0
45045,2
45046,0
45047,0
45048,0
45049,0
45050,0
45051,0
45052,2
45053,1
45054,1
45055,2
45056,0
45057,0
45058,2
45059,0
45060,0
45061,1
45062,0
45063,2
45064,2
45065,0
45066,1
45067,0
45068,0
45069,0
45070,0
45071,0
45072,1
45073,0
45074,0
45075,2
45076,1
45077,1
45078,0
45079,1
45080,0
45081,1
45082,1
45083,1
45084,0
45085,1
45086,2
45087,0
45088,0
45089,1
45090,2
45091,0
45092,1
45093,0
45094,1
45095,0
45096,2
45097,0
45098,2
45099,2
45100,0
45101,0
45102,2
45103,1
45104,0
45105,0
45106,1
45107,0
45108,1
45109,0
45110,1
45111,2
45112,1
45113,1
45114,1
45115,0
45116,1
45117,1
45118,1
45119,2
45120,0
45121,1
45122,0
45123,0
45124,0
45125,0
45126,1
45127,1
45128,2
45129,2
45130,1
45131,0
45132,2
45133,1
45134,1
45135,0
45136,0
45137,2
45138,1
45139,0
45140,0
45141,1
45142,0
45143,0
45144,0
45145,0
45146,2
45147,1
45148,0
45149,2
45150,2
45151,0
45152,0
45153,0
45154,0
45155,0
45156,1
45157,1
45158,0
45159,0
45160,0
45161,1
45162,0
45163,0
45164,1
45165,0
45166,1
45167,1
45168,1
45169,1
45170,0
45171,1
45172,0
45173,0
45174,1
45175,0
45176,0
45177,0
45178,0
45179,1
45180,1
45181,1
45182,1
45183,0
45184,1
45185,0
45186,1
45187,2
45188,0
45189,2
45190,0
45191,0
45192,2
45193,0
45194,3
45195,1
45196,0
45197,1
45198,0
45199,3
45200,0
45201,0
45202,0
45203,1
45204,1
45205,1
45206,1
45207,0
45208,2
45209,0
45210,1
45211,2
45212,2
45213,0
45214,0
45215,0
45216,0
45217,0
45218,0
45219,1
45220,1
45221,0
45222,1
45223,0
45224,0
45225,1
45226,1
45227,0
45228,0
45229,2
45230,0
45231,0
45232,0
45233,1
45234,1
45235,1
45236,1
45237,0
45238,0
45239,0
45240,1
45241,0
45242,1
45243,1
45244,0
45245,1
45246,0
45247,1
45248,0
45249,0
45250,2
45251,1
45252,2
45253,0
45254,0
45255,1
45256,1
45257,2
45258,0
45259,1
45260,0
45261,0
45262,2
45263,1
45264,3
45265,1
45266,1
45267,0
45268,0
45269,1
45270,0
45271,1
45272,2
45273,0
45274,2
45275,0
45276,3
45277,1
45278,0
45279,0
45280,0
45281,0
45282,3
45283,1
45284,1
45285,0
45286,1
45287,1
45288,0
45289,1
45290,2
45291,0
45292,1
45293,0
45294,2
45295,0
45296,2
45297,2
45298,0
45299,2
45300,0
45301,2
45302,0
45303,0
45304,2
45305,2
45306,0
45307,1
45308,0
45309,1
45310,0
45311,0
45312,1
45313,0
45314,0
45315,0
45316,2
45317,1
45318,0
45319,0
45320,1
45321,2
45322,0
45323,1
45324,1
45325,0
45326,0
45327,0
45328,0
45329,0
45330,1
45331,0
45332,1
45333,0
45334,0
45335,0
45336,1
45337,0
45338,2
45339,0
45340,1
45341,1
45342,2
45343,1
45344,1
45345,1
45346,0
45347,1
45348,0
45349,1
45350,0
45351,2
45352,0
45353,3
45354,2
45355,0
45356,2
45357,1
45358,0
45359,0
45360,0
45361,1
45362,0
45363,0
45364,1
45365,0
45366,0
45367,1
45368,2
45369,0
45370,0
45371,3
45372,1
45373,1
45374,2
45375,0
45376,0
45377,1
45378,0
45379,0
45380,1
45381,0
45382,3
45383,1
45384,2
45385,1
45386,0
45387,1
45388,0
45389,0
45390,1
45391,1
45392,1
45393,2
45394,2
45395,0
45396,0
45397,0
45398,1
45399,1
45400,0
45401,0
45402,0
45403,1
45404,3
45405,0
45406,1
45407,1
45408,0
45409,0
45410,0
45411,2
45412,2
45413,0
45414,1
45415,2
45416,0
45417,1
45418,1
45419,1
45420,1
45421,0
45422,2
45423,2
45424,2
45425,0
45426,2
45427,0
45428,1
45429,1
45430,0
45431,2
45432,0
45433,0
45434,2
45435,1
45436,0
45437,0
45438,0
45439,0
45440,0
45441,0
45442,1
45443,0
45444,1
45445,0
45446,1
45447,0
45448,2
45449,0
45450,2
45451,0
45452,0
45453,2
45454,2
45455,2
45456,2
45457,0
45458,2
45459,0
45460,0
45461,0
45462,1
45463,1
45464,0
45465,1
45466,2
45467,1
45468,1
45469,1
45470,2
45471,0
45472,0
45473,0
45474,0
45475,1
45476,0
45477,0
45478,0
45479,0
45480,2
45481,0
45482,3
45483,0
45484,1
45485,0
45486,1
45487,2
45488,0
45489,1
45490,1
45491,2
45492,1
45493,0
45494,1
45495,0
45496,2
45497,0
45498,1
45499,0
45500,0
45501,1
45502,0
45503,0
45504,0
45505,1
45506,1
45507,0
45508,1
45509,0
45510,0
45511,0
45512,0
45513,2
45514,2
45515,1
45516,2
45517,2
45518,0
45519,1
45520,0
45521,1
45522,0
45523,1
45524,0
45525,1
45526,0
45527,1
45528,1
45529,0
45530,0
45531,1
45532,1
45533,1
45534,1
45535,1
45536,1
45537,1
45538,0
45539,0
45540,0
45541,2
45542,0
45543,0
45544,0
45545,0
45546,0
45547,1
45548,0
45549,0
45550,0
45551,0
45552,1
45553,2
45554,0
45555,0
45556,2
45557,0
45558,1
45559,0
45560,0
45561,2
45562,1
45563,0
45564,0
45565,0
45566,2
45567,1
45568,0
45569,2
45570,1
45571,2
45572,0
45573,0
45574,0
45575,1
45576,1
45577,1
45578,1
45579,0
45580,1
45581,1
45582,1
45583,0
45584,0
45585,2
45586,1
45587,1
45588,0
45589,2
45590,1
45591,0
45592,2
45593,0
45594,0
45595,2
45596,1
45597,0
45598,2
45599,1
45600,0
45601,1
45602,1
45603,1
45604,2
45605,1
45606,0
45607,1
45608,1
45609,1
45610,1
45611,0
45612,1
45613,0
45614,2
45615,2
45616,1
45617,0
45618,0
45619,0
45620,0
45621,0
45622,1
45623,0
45624,0
45625,0
45626,0
45627,0
45628,0
45629,0
45630,2
45631,1
45632,2
45633,0
45634,0
45635,0
45636,0
45637,0
45638,0
45639,0
45640,2
45641,2
45642,0
45643,0
45644,0
45645,1
45646,2
45647,0
45648,2
45649,0
45650,0
45651,0
45652,0
45653,0
45654,1
45655,0
45656,0
45657,2
45658,1
45659,0
45660,2
45661,0
45662,1
45663,1
45664,1
45665,0
45666,0
45667,0
45668,0
45669,1
45670,3
45671,0
45672,0
45673,0
45674,2
45675,0
45676,0
45677,1
45678,2
45679,1
45680,1
45681,1
45682,0
45683,0
45684,0
45685,1
45686,1
45687,2
45688,2
45689,2
45690,1
45691,0
45692,2
45693,2
45694,0
45695,0
45696,2
45697,0
45698,0
45699,1
45700,0
45701,1
45702,2
45703,0
45704,1
45705,0
45706,1
45707,0
45708,0
45709,1
45710,0
45711,0
45712,1
45713,0
45714,1
45715,0
45716,1
45717,2
45718,0
45719,0
45720,0
45721,1
45722,1
45723,0
45724,0
45725,1
45726,0
45727,1
45728,2
45729,0
45730,2
45731,0
45732,1
45733,1
45734,0
45735,0
45736,0
45737,2
45738,2
45739,0
45740,0
45741,1
45742,0
45743,2
45744,0
45745,1
45746,1
45747,0
45748,1
45749,0
45750,1
45751,0
45752,2
45753,0
45754,0
45755,1
45756,2
45757,0
45758,0
45759,2
45760,0
45761,0
45762,0
45763,1
45764,1
45765,1
45766,1
45767,1
45768,1
45769,0
45770,0
45771,0
45772,0
45773,0
45774,0
45775,0
45776,0
45777,2
45778,1
45779,1
45780,1
45781,2
45782,2
45783,1
45784,2
45785,1
45786,0
45787,2
45788,0
45789,1
45790,2
45791,0
45792,0
45793,0
45794,0
45795,2
45796,1
45797,1
45798,0
45799,0
45800,0
45801,0
45802,0
45803,0
45804,1
45805,1
45806,1
45807,0
45808,0
45809,0
45810,2
45811,1
45812,0
45813,0
45814,0
45815,1
45816,0
45817,0
45818,1
45819,2
45820,0
45821,2
45822,1
45823,2
45824,0
45825,1
45826,1
45827,0
45828,1
45829,0
45830,0
45831,0
45832,2
45833,1
45834,1
45835,0
45836,0
45837,3
45838,0
45839,1
45840,1
45841,0
45842,0
45843,0
45844,2
45845,0
45846,1
45847,0
45848,1
45849,0
45850,0
45851,0
45852,0
45853,0
45854,1
45855,1
45856,1
45857,0
45858,1
45859,1
45860,1
45861,0
45862,0
45863,0
45864,1
45865,2
45866,0
45867,0
45868,2
45869,0
45870,1
45871,1
45872,1
45873,1
45874,0
45875,2
45876,0
45877,2
45878,0
45879,2
45880,1
45881,2
45882,2
45883,0
45884,2
45885,2
45886,2
45887,0
45888,2
45889,1
45890,0
45891,0
45892,1
45893,1
45894,2
45895,0
45896,0
45897,1
45898,0
45899,0
45900,2
45901,0
45902,2
45903,1
45904,1
45905,0
45906,0
45907,2
45908,0
45909,1
45910,0
45911,0
45912,0
45913,1
45914,0
45915,0
45916,2
45917,1
45918,0
45919,1
45920,3
45921,2
45922,0
45923,0
45924,0
45925,0
45926,0
45927,0
45928,2
45929,2
45930,0
45931,1
45932,1
45933,2
45934,2
45935,1
45936,1
45937,0
45938,2
45939,0
45940,2
45941,0
45942,2
45943,1
45944,1
45945,0
45946,1
45947,0
45948,1
45949,1
45950,0
45951,1
45952,0
45953,0
45954,3
45955,0
45956,3
45957,1
45958,0
45959,2
45960,1
45961,1
45962,0
45963,0
45964,0
45965,1
45966,3
45967,0
45968,0
45969,1
45970,0
45971,0
45972,0
45973,2
45974,2
45975,1
45976,2
45977,0
45978,1
45979,1
45980,0
45981,0
45982,1
45983,2
45984,0
45985,1
45986,1
45987,0
45988,1
45989,0
45990,2
45991,1
45992,1
45993,0
45994,0
45995,1
45996,0
45997,0
45998,1
45999,0
46000,2
46001,2
46002,2
46003,0
46004,1
46005,1
46006,0
46007,0
46008,1
46009,0
46010,0
46011,0
46012,0
46013,2
46014,0
46015,0
46016,0
46017,0
46018,0
46019,2
46020,0
46021,1
46022,0
46023,0
46024,1
46025,0
46026,0
46027,0
46028,1
46029,0
46030,0
46031,2
46032,1
46033,0
46034,0
46035,2
46036,0
46037,3
46038,0
46039,0
46040,1
46041,2
46042,0
46043,0
46044,0
46045,2
46046,0
46047,0
46048,0
46049,1
46050,1
46051,1
46052,2
46053,1
46054,0
46055,0
46056,1
46057,1
46058,1
46059,2
46060,0
46061,0
46062,1
46063,1
46064,1
46065,0
46066,1
46067,0
46068,1
46069,1
46070,1
46071,0
46072,0
46073,2
46074,0
46075,0
46076,2
46077,1
46078,0
46079,0
46080,2
46081,0
46082,1
46083,1
46084,1
46085,0
46086,2
46087,2
46088,0
46089,0
46090,1
46091,0
46092,2
46093,3
46094,0
46095,0
46096,0
46097,0
46098,0
46099,1
46100,3
46101,0
46102,0
46103,0
46104,1
46105,0
46106,0
46107,0
46108,0
46109,1
46110,2
46111,1
46112,0
46113,2
46114,0
46115,0
46116,2
46117,0
46118,1
46119,0
46120,0
46121,3
46122,1
46123,1
46124,0
46125,0
46126,0
46127,0
46128,2
46129,0
46130,0
46131,0
46132,0
46133,0
46134,1
46135,2
46136,2
46137,1
46138,1
46139,2
46140,1
46141,2
46142,2
46143,1
46144,0
46145,0
46146,2
46147,0
46148,2
46149,0
46150,1
46151,2
46152,1
46153,0
46154,2
46155,2
46156,0
46157,1
46158,0
46159,0
46160,1
46161,0
46162,1
46163,2
46164,0
46165,2
46166,1
46167,1
46168,0
46169,2
46170,2
46171,0
46172,2
46173,0
46174,0
46175,0
46176,1
46177,0
46178,0
46179,0
46180,0
46181,0
46182,2
46183,2
46184,0
46185,0
46186,0
46187,0
46188,1
46189,2
46190,0
46191,0
46192,2
46193,1
46194,0
46195,2
46196,0
46197,2
46198,0
46199,1
46200,1
46201,0
46202,3
46203,2
46204,0
46205,2
46206,2
46207,0
46208,0
46209,2
46210,2
46211,0
46212,1
46213,0
46214,0
46215,1
46216,0
46217,1
46218,1
46219,0
46220,0
46221,1
46222,0
46223,0
46224,0
46225,2
46226,2
46227,0
46228,1
46229,0
46230,0
46231,1
46232,0
46233,1
46234,0
46235,0
46236,1
46237,1
46238,0
46239,1
46240,0
46241,1
46242,0
46243,0
46244,0
46245,1
46246,0
46247,0
46248,1
46249,1
46250,2
46251,1
46252,1
46253,2
46254,0
46255,2
46256,0
46257,0
46258,0
46259,1
46260,0
46261,1
46262,0
46263,1
46264,1
46265,1
46266,0
46267,0
46268,0
46269,0
46270,0
46271,2
46272,2
46273,0
46274,0
46275,0
46276,2
46277,0
46278,0
46279,2
46280,0
46281,0
46282,2
46283,0
46284,1
46285,1
46286,1
46287,2
46288,0
46289,0
46290,0
46291,2
46292,1
46293,0
46294,1
46295,0
46296,0
46297,0
46298,0
46299,0
46300,0
46301,0
46302,2
46303,0
46304,0
46305,0
46306,0
46307,2
46308,0
46309,1
46310,0
46311,1
46312,1
46313,1
46314,3
46315,2
46316,2
46317,0
46318,0
46319,1
46320,0
46321,1
46322,1
46323,0
46324,0
46325,1
46326,2
46327,0
46328,0
46329,2
46330,1
46331,1
46332,2
46333,1
46334,0
46335,0
46336,1
46337,2
46338,2
46339,1
46340,0
46341,0
46342,2
46343,0
46344,0
46345,3
46346,0
46347,0
46348,1
46349,0
46350,0
46351,0
46352,1
46353,0
46354,1
46355,0
46356,0
46357,0
46358,0
46359,1
46360,0
46361,0
46362,0
46363,0
46364,1
46365,1
46366,2
46367,1
46368,1
46369,2
46370,2
46371,0
46372,1
46373,1
46374,1
46375,2
46376,0
46377,0
46378,3
46379,1
46380,0
46381,1
46382,1
46383,0
46384,0
46385,2
46386,0
46387,1
46388,0
46389,1
46390,1
46391,1
46392,0
46393,1
46394,1
46395,1
46396,0
46397,1
46398,1
46399,0
46400,0
46401,0
46402,0
46403,2
46404,0
46405,0
46406,2
46407,0
46408,2
46409,1
46410,0
46411,2
46412,0
46413,1
46414,0
46415,0
46416,2
46417,2
46418,2
46419,2
46420,1
46421,0
46422,2
46423,2
46424,0
46425,1
46426,2
46427,0
46428,0
46429,1
46430,3
46431,0
46432,2
46433,0
46434,0
46435,0
46436,0
46437,1
46438,1
46439,0
46440,0
46441,2
46442,0
46443,0
46444,0
46445,0
46446,2
46447,0
46448,1
46449,0
46450,0
46451,1
46452,0
46453,0
46454,1
46455,0
46456,1
46457,0
46458,1
46459,0
46460,0
46461,0
46462,1
46463,0
46464,0
46465,1
46466,2
46467,0
46468,2
46469,2
46470,2
46471,2
46472,0
46473,3
46474,0
46475,0
46476,0
46477,1
46478,0
46479,0
46480,1
46481,1
46482,2
46483,1
46484,2
46485,1
46486,1
46487,1
46488,0
46489,0
46490,2
46491,1
46492,1
46493,0
46494,0
46495,0
46496,0
46497,2
46498,0
46499,0
46500,0
46501,2
46502,0
46503,0
46504,1
46505,1
46506,0
46507,0
46508,0
46509,0
46510,2
46511,0
46512,0
46513,0
46514,2
46515,0
46516,0
46517,0
46518,1
46519,1
46520,1
46521,1
46522,1
46523,1
46524,0
46525,1
46526,0
46527,0
46528,0
46529,2
46530,1
46531,0
46532,0
46533,0
46534,1
46535,0
46536,0
46537,0
46538,0
46539,0
46540,0
46541,2
46542,0
46543,1
46544,0
46545,0
46546,0
46547,0
46548,0
46549,1
46550,0
46551,1
46552,2
46553,1
46554,0
46555,2
46556,0
46557,1
46558,1
46559,1
46560,0
46561,0
46562,2
46563,0
46564,1
46565,0
46566,0
46567,0
46568,1
46569,1
46570,2
46571,2
46572,0
46573,1
46574,1
46575,1
46576,0
46577,1
46578,2
46579,0
46580,1
46581,0
46582,1
46583,0
46584,0
46585,1
46586,2
46587,1
46588,0
46589,2
46590,1
46591,1
46592,0
46593,0
46594,0
46595,1
46596,1
46597,1
46598,1
46599,1
46600,2
46601,0
46602,0
46603,0
46604,1
46605,0
46606,1
46607,0
46608,0
46609,1
46610,2
46611,2
46612,1
46613,2
46614,2
46615,0
46616,1
46617,0
46618,0
46619,1
46620,0
46621,1
46622,1
46623,2
46624,2
46625,0
46626,1
46627,2
46628,0
46629,2
46630,1
46631,2
46632,0
46633,3
46634,0
46635,0
46636,0
46637,0
46638,0
46639,1
46640,0
46641,0
46642,0
46643,0
46644,0
46645,1
46646,2
46647,1
46648,1
46649,1
46650,1
46651,1
46652,2
46653,0
46654,2
46655,1
46656,2
46657,0
46658,0
46659,2
46660,0
46661,0
46662,1
46663,1
46664,0
46665,2
46666,2
46667,1
46668,2
46669,0
46670,0
46671,2
46672,1
46673,1
46674,2
46675,0
46676,0
46677,0
46678,2
46679,2
46680,1
46681,1
46682,0
46683,1
46684,1
46685,0
46686,1
46687,1
46688,0
46689,2
46690,2
46691,0
46692,1
46693,2
46694,0
46695,2
46696,0
46697,2
46698,2
46699,1
46700,1
46701,1
46702,2
46703,2
46704,0
46705,1
46706,0
46707,1
46708,2
46709,1
46710,1
46711,2
46712,0
46713,2
46714,0
46715,1
46716,1
46717,1
46718,0
46719,2
46720,1
46721,2
46722,1
46723,0
46724,0
46725,1
46726,2
46727,2
46728,0
46729,0
46730,0
46731,0
46732,1
46733,0
46734,0
46735,2
46736,1
46737,2
46738,0
46739,2
46740,2
46741,0
46742,2
46743,0
46744,1
46745,0
46746,1
46747,2
46748,0
